Institution ID,Institution Name,Total Student Count,LRE Students >80%,LRE Students >80% Target,LRE Students <40%,LRE Students <40% Target,LRE Students Separate Settings,LRE Students Separate Settings Target,Elementary School Participation ELA,Elementary School Participation ELA Target,Middle School Participation ELA,Middle School Participation ELA Target,High School Participation ELA,High School Participation ELA Target,Elementary School Meet/Exceed ELA,Elementary School Meet/Exceed ELA Target,Middle School Meet/Exceed ELA,Middle School Meet/Exceed ELA Target,High School Meet/Exceed ELA,High School Meet/Exceed ELA Target,Elementary School Participation Math,Elementary School Participation Math Target,Middle School Participation Math,Middle School Participation Math Target,High School Participation Math,High School Participation Math Target,Elementary School Meet/Exceed Math,Elementary School Meet/Exceed Math Target,Middle School Meet/Exceed Math,Middle School Meet/Exceed Math Target,High School Meet/Exceed Math,High School Meet/Exceed Math Target,Special Education Eligibility,Special Education Eligibility Target,Parent Involvement,Parent Involvement Target,Secondary Transition,Secondary Transition Target,Alternate Assessment Elementary ELA,Alternate Assessment Elementary ELA Target,Alternate Assessment Middle ELA,Alternate Assessment Middle ELA Target,Alternate Assessment High ELA,Alternate Assessment High School ELA Target,Alternate Assessment Elementary Math,Alternate Assessment Elementary Math Target,Alternate Assessment Middle Math,Alternate Assessment Middle Math Target,Alternate Assessment High Math,Alternate Assessment High School Math Target,Gap In Proficiency Elementary ELA,Gap In Proficiency Elementary ELA Target,Gap In Proficiency Middle ELA,Gap In Proficiency Middle ELA Target,Gap In Proficiency High School ELA,Gap In Proficiency High School ELA Target,Gap In Proficiency Elementary Math,Gap In Proficiency Elementary Math Target,Gap In Proficiency Middle Math,Gap In Proficiency Middle Math Target,Gap In Proficiency High School Math,Gap In Proficiency High School Math Target,SuspExplFg,SuspExplFg Target (% of Districts),SuspExplRaceEthnicityFg,SuspExplRaceEthnicityFg Target (% of Districts),DisPrptnRprsntnFg,DisPrptnRprsntnFg Target (% of Districts),DisPrptnRprsntnDsbltyFg,DisPrptnRprsntnDsbltyFg Target (% of Districts),IEP 4Yr Cohort Grad 18-19,IEP 4Yr Cohort Grad 18-19 Target,IEP Dropout 18-19,IEP Dropout 18-19 Target,Higher Ed,Higher Ed Target,Higher Ed/Employed,Higher Ed/Employed Target,Higher Ed/Training/Employed,Higher Ed/Training/Employed Target
2256,McMinnville SD 40,869,79.63%,76.00% or more,12.31%,9.00% or less,0.12%,1.70% or less,91.18%,95.00%,>95%,95.00%,76.06%,95.00%,14.93%,26.86%,10.84%,15.52%,16.67%,26.12%,>95%,95.00%,>95%,95.00%,73.24%,95.00%,16.92%,19.71%,6.17%,9.18%,<5%,5.58%,88.89%,100.00%,87.32%,84.45%,87.50%,100.00%,*,56.04%,*,48.15%,16.67%,57.10%,*,37.35%,*,40.89%,33.33%,44.72%,32.54%,23.72%,40.91%,27.88%,38.72%,28.54%,29.57%,18.18%,36.29%,19.00%,15.86%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,19.05%,32.00% or more,71.43%,56.00% or more,73.81%,74.00% or more
2048,Medford SD 549C,2158,79.89%,76.00% or more,12.14%,9.00% or less,0.51%,1.70% or less,93.10%,95.00%,84.34%,95.00%,56.60%,95.00%,17.14%,26.86%,20.13%,15.52%,11.76%,26.12%,92.61%,95.00%,81.22%,95.00%,49.06%,95.00%,12.07%,19.71%,8.16%,9.18%,<5%,5.58%,99.59%,100.00%,74.07%,84.45%,81.82%,100.00%,35.71%,56.04%,76.92%,48.15%,33.33%,57.10%,21.43%,37.35%,53.85%,40.89%,22.22%,44.72%,24.00%,23.72%,26.99%,27.88%,35.09%,28.54%,18.82%,18.18%,18.04%,19.00%,16.13%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,64.84,80.00%,28.91%,12.52%,15.91%,32.00% or more,70.45%,56.00% or more,77.27%,74.00% or more
2205,Milton-Freewater Unified SD 7,233,71.67%,76.00% or more,3.00%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,86.67%,95.00%,86.96%,95.00%,23.53%,26.86%,<5%,15.52%,10.00%,26.12%,94.74%,95.00%,86.67%,95.00%,86.96%,95.00%,18.75%,19.71%,9.09%,9.18%,<5%,5.58%,100.00%,100.00%,57.14%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,<5%,23.72%,38.40%,27.88%,30.35%,28.54%,6.48%,18.18%,5.54%,19.00%,11.40%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,77.78,80.00%,16.67%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2249,Mitchell SD 55,175,87.43%,76.00% or more,8.00%,9.00% or less,0.00%,1.70% or less,35.29%,95.00%,54.55%,95.00%,61.11%,95.00%,16.67%,26.86%,<5%,15.52%,27.27%,26.12%,35.29%,95.00%,54.55%,95.00%,55.56%,95.00%,33.33%,19.71%,16.67%,9.18%,20.00%,5.58%,100.00%,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,14.91%,23.72%,32.86%,27.88%,22.73%,28.54%,<5%,18.18%,<5%,19.00%,<5%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,41.03,80.00%,53.85%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1925,Molalla River SD 35,401,79.80%,76.00% or more,5.74%,9.00% or less,2.00%,1.70% or less,>95%,95.00%,81.82%,95.00%,42.31%,95.00%,8.33%,26.86%,14.29%,15.52%,<5%,26.12%,>95%,95.00%,84.85%,95.00%,30.77%,95.00%,12.50%,19.71%,13.64%,9.18%,<5%,5.58%,74.19%,100.00%,73.33%,84.45%,100.00%,100.00%,*,56.04%,66.67%,48.15%,*,57.10%,*,37.35%,50.00%,40.89%,*,44.72%,36.55%,23.72%,24.70%,27.88%,42.53%,28.54%,17.89%,18.18%,<5%,19.00%,13.10%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,74.29,80.00%,22.86%,12.52%,11.11%,32.00% or more,100.00%,56.00% or more,100.00%,74.00% or more
1898,Monroe SD 1J,41,75.61%,76.00% or more,12.20%,9.00% or less,2.44%,1.70% or less,*,95.00%,*,95.00%,>95%,95.00%,*,26.86%,*,15.52%,<5%,26.12%,*,95.00%,*,95.00%,83.33%,95.00%,*,19.71%,*,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,83.33%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,68.97%,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2010,Monument SD 8,9,77.78%,76.00% or more,0.00%,9.00% or less,0.00%,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2147,Morrow SD 1,358,94.97%,76.00% or more,1.40%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,<5%,26.86%,<5%,15.52%,20.00%,26.12%,>95%,95.00%,>95%,95.00%,>95%,95.00%,16.67%,19.71%,<5%,9.18%,<5%,5.58%,96.97%,100.00%,*,84.45%,50.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,24.45%,23.72%,23.36%,27.88%,31.06%,28.54%,13.55%,18.18%,8.54%,19.00%,16.20%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,94.12,80.00%,0.00%,12.52%,11.11%,32.00% or more,44.44%,56.00% or more,55.56%,74.00% or more
2145,Mt Angel SD 91,82,80.49%,76.00% or more,6.10%,9.00% or less,0.00%,1.70% or less,80.00%,95.00%,91.67%,95.00%,>95%,95.00%,<5%,26.86%,27.27%,15.52%,16.67%,26.12%,90.00%,95.00%,91.67%,95.00%,94.44%,95.00%,<5%,19.71%,9.09%,9.18%,<5%,5.58%,100.00%,100.00%,85.71%,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,32.73%,23.72%,24.45%,27.88%,48.41%,28.54%,21.05%,18.18%,15.05%,19.00%,26.98%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,14.29%,32.00% or more,57.14%,56.00% or more,71.43%,74.00% or more
1968,Myrtle Point SD 41,69,73.91%,76.00% or more,8.70%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,*,95.00%,*,95.00%,<5%,26.86%,*,15.52%,*,26.12%,>95%,95.00%,*,95.00%,*,95.00%,14.29%,19.71%,*,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,28.13%,23.72%,*,27.88%,*,28.54%,13.84%,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2198,Neah-Kah-Nie SD 56,100,60.00%,76.00% or more,13.00%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,90.00%,95.00%,93.33%,95.00%,33.33%,26.86%,<5%,15.52%,28.57%,26.12%,>95%,95.00%,>95%,95.00%,93.33%,95.00%,22.22%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,66.67%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,22.92%,23.72%,43.75%,27.88%,28.03%,28.54%,15.28%,18.18%,26.15%,19.00%,21.57%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,70,80.00%,20.00%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2199,Nestucca Valley SD 101J,72,69.44%,76.00% or more,13.89%,9.00% or less,0.00%,1.70% or less,72.73%,95.00%,>95%,95.00%,*,95.00%,28.57%,26.86%,12.50%,15.52%,*,26.12%,72.73%,95.00%,>95%,95.00%,*,95.00%,<5%,19.71%,12.50%,9.18%,*,5.58%,100.00%,100.00%,77.78%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,7.54%,23.72%,21.65%,27.88%,*,28.54%,22.22%,18.18%,<5%,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,71.43,80.00%,14.29%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2254,Newberg SD 29J,654,87.16%,76.00% or more,0.76%,9.00% or less,0.76%,1.70% or less,86.67%,95.00%,91.67%,95.00%,85.11%,95.00%,30.77%,26.86%,13.95%,15.52%,20.00%,26.12%,86.67%,95.00%,89.58%,95.00%,80.85%,95.00%,23.08%,19.71%,7.14%,9.18%,9.09%,5.58%,96.74%,100.00%,83.78%,84.45%,57.14%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,21.45%,23.72%,34.15%,27.88%,28.52%,28.54%,23.34%,18.18%,27.38%,19.00%,10.29%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,66.67,80.00%,19.61%,12.52%,12.00%,32.00% or more,68.00%,56.00% or more,72.00%,74.00% or more
1966,North Bend SD 13,593,74.37%,76.00% or more,7.08%,9.00% or less,0.00%,1.70% or less,63.89%,95.00%,69.49%,95.00%,63.04%,95.00%,35.00%,26.86%,7.89%,15.52%,19.23%,26.12%,60.00%,95.00%,67.80%,95.00%,67.39%,95.00%,22.22%,19.71%,8.11%,9.18%,<5%,5.58%,96.92%,100.00%,81.58%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,15.00%,23.72%,31.11%,27.88%,31.60%,28.54%,21.44%,18.18%,9.92%,19.00%,16.55%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,23.53,80.00%,76.47%,12.52%,33.33%,32.00% or more,75.00%,56.00% or more,75.00%,74.00% or more
1924,North Clackamas SD 12,2590,65.87%,76.00% or more,11.51%,9.00% or less,0.81%,1.70% or less,87.61%,95.00%,77.73%,95.00%,60.11%,95.00%,22.53%,26.86%,12.80%,15.52%,14.29%,26.12%,86.24%,95.00%,74.24%,95.00%,53.55%,95.00%,22.35%,19.71%,10.26%,9.18%,6.98%,5.58%,98.82%,100.00%,87.12%,84.45%,70.00%,100.00%,55.56%,56.04%,21.43%,48.15%,50.00%,57.10%,22.22%,37.35%,28.57%,40.89%,50.00%,44.72%,22.75%,23.72%,28.43%,27.88%,34.31%,28.54%,14.89%,18.18%,13.05%,19.00%,18.87%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,64.56,80.00%,28.64%,12.52%,20.00%,32.00% or more,68.00%,56.00% or more,78.00%,74.00% or more
1996,North Douglas SD 22,55,61.82%,76.00% or more,5.45%,9.00% or less,0.00%,1.70% or less,*,95.00%,*,95.00%,28.57%,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,28.57%,95.00%,*,19.71%,*,9.18%,*,5.58%,95.00%,100.00%,*,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2061,North Lake SD 14,64,92.19%,76.00% or more,4.69%,9.00% or less,0.00%,1.70% or less,*,95.00%,>95%,95.00%,87.50%,95.00%,*,26.86%,14.29%,15.52%,28.57%,26.12%,*,95.00%,>95%,95.00%,87.50%,95.00%,*,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,19.04%,27.88%,24.76%,28.54%,*,18.18%,9.52%,19.00%,6.67%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,>95,80.00%,0.00%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2141,North Marion SD 15,305,72.79%,76.00% or more,14.75%,9.00% or less,0.98%,1.70% or less,>95%,95.00%,88.89%,95.00%,57.69%,95.00%,25.45%,26.86%,14.29%,15.52%,7.14%,26.12%,94.74%,95.00%,88.46%,95.00%,64.00%,95.00%,22.22%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,74.07%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,<5%,23.72%,15.48%,27.88%,30.74%,28.54%,<5%,18.18%,12.70%,19.00%,15.28%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,46.88,80.00%,37.50%,12.52%,0.00%,32.00% or more,63.64%,56.00% or more,72.73%,74.00% or more
2214,North Powder SD 8J,36,97.22%,76.00% or more,0.00%,9.00% or less,0.00%,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,55.56%,100.00%,*,84.45%,50.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2143,North Santiam SD 29J,344,71.80%,76.00% or more,17.15%,9.00% or less,0.00%,1.70% or less,92.00%,95.00%,>95%,95.00%,65.38%,95.00%,14.29%,26.86%,5.26%,15.52%,25.00%,26.12%,92.00%,95.00%,93.62%,95.00%,46.15%,95.00%,9.52%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,77.78%,84.45%,100.00%,100.00%,*,56.04%,71.43%,48.15%,*,57.10%,*,37.35%,57.14%,40.89%,*,44.72%,30.39%,23.72%,26.67%,27.88%,19.44%,28.54%,22.62%,18.18%,16.27%,19.00%,10.75%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,75.76,80.00%,9.09%,12.52%,0.00%,32.00% or more,60.00%,56.00% or more,80.00%,74.00% or more
4131,North Wasco County SD 21,427,85.01%,76.00% or more,6.79%,9.00% or less,0.47%,1.70% or less,84.38%,95.00%,88.89%,95.00%,81.48%,95.00%,12.00%,26.86%,12.00%,15.52%,9.09%,26.12%,84.38%,95.00%,88.89%,95.00%,85.19%,95.00%,<5%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,85.00%,84.45%,72.73%,100.00%,*,56.04%,28.57%,48.15%,*,57.10%,*,37.35%,42.86%,40.89%,*,44.72%,18.46%,23.72%,25.33%,27.88%,39.01%,28.54%,17.82%,18.18%,12.68%,19.00%,14.67%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,47.37,80.00%,47.37%,12.52%,12.00%,32.00% or more,44.00%,56.00% or more,64.00%,74.00% or more
2110,Nyssa SD 26,148,75.68%,76.00% or more,0.68%,9.00% or less,0.68%,1.70% or less,>95%,95.00%,>95%,95.00%,>95%,95.00%,11.11%,26.86%,<5%,15.52%,20.00%,26.12%,>95%,95.00%,>95%,95.00%,80.00%,95.00%,22.22%,19.71%,<5%,9.18%,<5%,5.58%,85.00%,100.00%,81.25%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,18.89%,23.72%,39.77%,27.88%,41.73%,28.54%,14.45%,18.18%,24.44%,19.00%,21.79%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,60,80.00%,30.00%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1990,Oakland SD 1,94,74.47%,76.00% or more,2.13%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,*,95.00%,>95%,95.00%,<5%,26.86%,*,15.52%,28.57%,26.12%,>95%,95.00%,*,95.00%,>95%,95.00%,9.09%,19.71%,*,9.18%,<5%,5.58%,100.00%,100.00%,91.67%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,34.15%,23.72%,*,27.88%,41.64%,28.54%,20.18%,18.18%,*,19.00%,27.66%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2093,Oakridge SD 76,93,80.65%,76.00% or more,10.75%,9.00% or less,2.15%,1.70% or less,85.71%,95.00%,83.33%,95.00%,83.33%,95.00%,<5%,26.86%,10.00%,15.52%,*,26.12%,85.71%,95.00%,83.33%,95.00%,83.33%,95.00%,<5%,19.71%,<5%,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,35.90%,23.72%,7.07%,27.88%,*,28.54%,27.50%,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
3477,ODE YCEP District,*,*,76.00% or more,*,9.00% or less,*,1.70% or less,*,95.00%,*,95.00%,53.33%,95.00%,*,26.86%,*,15.52%,18.75%,26.12%,*,95.00%,*,95.00%,46.67%,95.00%,*,19.71%,*,9.18%,<5%,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,<5%,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,0.00%,32.00% or more,8.33%,56.00% or more,66.67%,74.00% or more
2108,Ontario SD 8C,317,69.72%,76.00% or more,8.83%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,>95%,95.00%,93.75%,95.00%,7.69%,26.86%,12.50%,15.52%,8.33%,26.12%,>95%,95.00%,>95%,95.00%,93.75%,95.00%,<5%,19.71%,8.33%,9.18%,<5%,5.58%,100.00%,100.00%,90.91%,84.45%,87.50%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,22.82%,23.72%,32.36%,27.88%,44.61%,28.54%,29.55%,18.18%,17.62%,19.00%,16.56%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1928,Oregon City SD 62,1105,79.28%,76.00% or more,9.68%,9.00% or less,1.81%,1.70% or less,76.60%,95.00%,88.78%,95.00%,57.75%,95.00%,22.54%,26.86%,16.28%,15.52%,14.63%,26.12%,67.02%,95.00%,87.88%,95.00%,54.93%,95.00%,19.05%,19.71%,5.75%,9.18%,<5%,5.58%,96.75%,100.00%,88.60%,84.45%,93.75%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,21.41%,23.72%,29.42%,27.88%,20.12%,28.54%,17.19%,18.18%,13.18%,19.00%,8.03%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,77.32,80.00%,18.56%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1926,Oregon Trail SD 46,571,73.56%,76.00% or more,16.46%,9.00% or less,1.23%,1.70% or less,85.71%,95.00%,84.31%,95.00%,73.53%,95.00%,31.58%,26.86%,19.05%,15.52%,12.50%,26.12%,83.67%,95.00%,82.35%,95.00%,76.47%,95.00%,24.32%,19.71%,9.76%,9.18%,<5%,5.58%,98.80%,100.00%,90.24%,84.45%,80.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,23.91%,23.72%,41.28%,27.88%,46.61%,28.54%,19.08%,18.18%,28.03%,19.00%,11.16%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,79.63,80.00%,20.37%,12.52%,9.52%,32.00% or more,66.67%,56.00% or more,76.19%,74.00% or more
2060,Paisley SD 11,35,94.29%,76.00% or more,0.00%,9.00% or less,0.00%,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2181,Parkrose SD 3,434,76.04%,76.00% or more,0.46%,9.00% or less,5.07%,1.70% or less,89.29%,95.00%,89.74%,95.00%,10.34%,95.00%,18.18%,26.86%,12.12%,15.52%,*,26.12%,89.29%,95.00%,84.62%,95.00%,6.90%,95.00%,13.64%,19.71%,<5%,9.18%,*,5.58%,96.00%,100.00%,78.13%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,16.26%,23.72%,27.01%,27.88%,*,28.54%,7.55%,18.18%,14.74%,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,20,80.00%,20.00%,12.52%,6.90%,32.00% or more,44.83%,56.00% or more,51.72%,74.00% or more
2207,Pendleton SD 16,472,69.70%,76.00% or more,6.57%,9.00% or less,0.64%,1.70% or less,>95%,95.00%,>95%,95.00%,56.25%,95.00%,<5%,26.86%,<5%,15.52%,21.43%,26.12%,>95%,95.00%,86.67%,95.00%,53.13%,95.00%,<5%,19.71%,<5%,9.18%,<5%,5.58%,97.22%,100.00%,67.86%,84.45%,40.00%,100.00%,50.00%,56.04%,*,48.15%,*,57.10%,83.33%,37.35%,*,40.89%,*,44.72%,34.36%,23.72%,40.80%,27.88%,26.40%,28.54%,29.28%,18.18%,21.23%,19.00%,11.36%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,53.06,80.00%,44.90%,12.52%,14.29%,32.00% or more,78.57%,56.00% or more,85.71%,74.00% or more
2192,Perrydale SD 21,25,84.00%,76.00% or more,0.00%,9.00% or less,0.00%,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1900,Philomath SD 17J,157,73.89%,76.00% or more,5.73%,9.00% or less,0.00%,1.70% or less,80.00%,95.00%,>95%,95.00%,78.57%,95.00%,<5%,26.86%,12.50%,15.52%,33.33%,26.12%,80.00%,95.00%,>95%,95.00%,78.57%,95.00%,<5%,19.71%,12.50%,9.18%,<5%,5.58%,100.00%,100.00%,91.30%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,37.11%,23.72%,40.09%,27.88%,28.00%,28.54%,38.30%,18.18%,19.35%,19.00%,28.77%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,60,80.00%,26.67%,12.52%,20.00%,32.00% or more,70.00%,56.00% or more,80.00%,74.00% or more
2039,Phoenix-Talent SD 4,374,73.80%,76.00% or more,14.17%,9.00% or less,0.27%,1.70% or less,>95%,95.00%,90.91%,95.00%,75.76%,95.00%,<5%,26.86%,<5%,15.52%,18.18%,26.12%,>95%,95.00%,78.79%,95.00%,81.82%,95.00%,6.67%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,75.00%,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,31.29%,23.72%,28.30%,27.88%,34.64%,28.54%,11.85%,18.18%,11.89%,19.00%,16.33%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,88.89,80.00%,5.56%,12.52%,18.18%,32.00% or more,59.09%,56.00% or more,86.36%,74.00% or more
2202,Pilot Rock SD 2,42,90.48%,76.00% or more,0.00%,9.00% or less,0.00%,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
