Institution ID,Institution Name,Total Student Count,LRE Students >80%,LRE Students >80% Target,LRE Students <40%,LRE Students <40% Target,LRE Students Separate Settings,LRE Students Separate Settings Target,Elementary School Participation ELA,Elementary School Participation ELA Target,Middle School Participation ELA,Middle School Participation ELA Target,High School Participation ELA,High School Participation ELA Target,Elementary School Meet/Exceed ELA,Elementary School Meet/Exceed ELA Target,Middle School Meet/Exceed ELA,Middle School Meet/Exceed ELA Target,High School Meet/Exceed ELA,High School Meet/Exceed ELA Target,Elementary School Participation Math,Elementary School Participation Math Target,Middle School Participation Math,Middle School Participation Math Target,High School Participation Math,High School Participation Math Target,Elementary School Meet/Exceed Math,Elementary School Meet/Exceed Math Target,Middle School Meet/Exceed Math,Middle School Meet/Exceed Math Target,High School Meet/Exceed Math,High School Meet/Exceed Math Target,Special Education Eligibility,Special Education Eligibility Target,Parent Involvement,Parent Involvement Target,Secondary Transition,Secondary Transition Target,Alternate Assessment Elementary ELA,Alternate Assessment Elementary ELA Target,Alternate Assessment Middle ELA,Alternate Assessment Middle ELA Target,Alternate Assessment High ELA,Alternate Assessment High School ELA Target,Alternate Assessment Elementary Math,Alternate Assessment Elementary Math Target,Alternate Assessment Middle Math,Alternate Assessment Middle Math Target,Alternate Assessment High Math,Alternate Assessment High School Math Target,Gap In Proficiency Elementary ELA,Gap In Proficiency Elementary ELA Target,Gap In Proficiency Middle ELA,Gap In Proficiency Middle ELA Target,Gap In Proficiency High School ELA,Gap In Proficiency High School ELA Target,Gap In Proficiency Elementary Math,Gap In Proficiency Elementary Math Target,Gap In Proficiency Middle Math,Gap In Proficiency Middle Math Target,Gap In Proficiency High School Math,Gap In Proficiency High School Math Target,IEP 4Yr Cohort Grad 18-19,IEP 4Yr Cohort Grad 18-19 Target,IEP Dropout 18-19,IEP Dropout 18-19 Target,Higher Ed,Higher Ed Target,Higher Ed/Employed,Higher Ed/Employed Target,Higher Ed/Training/Employed,Higher Ed/Training/Employed Target
2141,North Marion SD 15,277,68.95%,77.00% or more,15.88%,8.70% or less,1.44%,1.60% or less,>95%,95.00%,>95%,95.00%,90.48%,95.00%,<5%,26.90%,11.11%,15.63%,<5%,26.83%,>95%,95.00%,>95%,95.00%,85.71%,95.00%,9.52%,19.91%,5.56%,9.47%,<5%,5.85%,100.00%,100.00%,79.59%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,19.17%,23.44%,19.06%,26.94%,23.48%,28.04%,15.27%,17.18%,12.54%,18.00%,14.52%,18.76%,85.71,81.00%,9.52%,12.17%,13.64%,34% or more,54.55%,58% or more,54.55%,76% or more
2214,North Powder SD 8J,36,94.44%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2143,North Santiam SD 29J,337,70.62%,77.00% or more,18.69%,8.70% or less,0.30%,1.60% or less,>95%,95.00%,87.50%,95.00%,37.50%,95.00%,23.81%,26.90%,5.00%,15.63%,*,26.83%,>95%,95.00%,91.67%,95.00%,37.50%,95.00%,10.00%,19.91%,<5%,9.47%,*,5.85%,98.08%,100.00%,77.78%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,13.07%,23.44%,37.68%,26.94%,*,28.04%,23.09%,17.18%,21.60%,18.00%,*,18.76%,68.97,81.00%,17.24%,12.17%,*,34% or more,*,58% or more,*,76% or more
4131,North Wasco County SD 21,445,85.17%,77.00% or more,7.19%,8.70% or less,0.45%,1.60% or less,>95%,95.00%,79.49%,95.00%,88.57%,95.00%,16.67%,26.90%,<5%,15.63%,7.69%,26.83%,>95%,95.00%,82.05%,95.00%,88.57%,95.00%,13.33%,19.91%,<5%,9.47%,<5%,5.85%,97.87%,100.00%,62.65%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,11.82%,23.44%,27.22%,26.94%,35.38%,28.04%,6.78%,17.18%,13.04%,18.00%,12.87%,18.76%,63.89,81.00%,33.33%,12.17%,5.00%,34% or more,50.00%,58% or more,90.00%,76% or more
2110,Nyssa SD 26,150,82.67%,77.00% or more,0.67%,8.70% or less,0.00%,1.60% or less,90.00%,95.00%,83.33%,95.00%,>95%,95.00%,*,26.90%,<5%,15.63%,<5%,26.83%,90.00%,95.00%,83.33%,95.00%,>95%,95.00%,*,19.91%,<5%,9.47%,<5%,5.85%,90.00%,100.00%,91.89%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,35.48%,26.94%,71.25%,28.04%,*,17.18%,23.40%,18.00%,35.90%,18.76%,66.67,81.00%,11.11%,12.17%,*,34% or more,*,58% or more,*,76% or more
1990,Oakland SD 1,116,79.31%,77.00% or more,1.72%,8.70% or less,0.00%,1.60% or less,>95%,95.00%,>95%,95.00%,*,95.00%,41.67%,26.90%,*,15.63%,*,26.83%,>95%,95.00%,>95%,95.00%,*,95.00%,33.33%,19.91%,*,9.47%,*,5.85%,*,100.00%,91.67%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,8.33%,23.44%,*,26.94%,*,28.04%,<5%,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2093,Oakridge SD 76,97,74.23%,77.00% or more,9.28%,8.70% or less,2.06%,1.60% or less,*,95.00%,81.82%,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,81.82%,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
3477,ODE YCEP District,*,*,77.00% or more,*,8.70% or less,*,1.60% or less,*,95.00%,*,95.00%,90.32%,95.00%,*,26.90%,*,15.63%,<5%,26.83%,*,95.00%,*,95.00%,93.55%,95.00%,*,19.91%,*,9.47%,<5%,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,6.85%,28.04%,*,17.18%,*,18.00%,<5%,18.76%,*,81.00%,*,12.17%,0.00%,34% or more,12.50%,58% or more,75.00%,76% or more
2108,Ontario SD 8C,364,66.48%,77.00% or more,5.77%,8.70% or less,0.00%,1.60% or less,>95%,95.00%,>95%,95.00%,87.50%,95.00%,12.50%,26.90%,<5%,15.63%,<5%,26.83%,>95%,95.00%,>95%,95.00%,87.50%,95.00%,20.83%,19.91%,<5%,9.47%,<5%,5.85%,98.73%,100.00%,90.91%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,13.27%,23.44%,28.05%,26.94%,54.97%,28.04%,5.84%,17.18%,8.79%,18.00%,16.77%,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
1928,Oregon City SD 62,1100,79.64%,77.00% or more,9.82%,8.70% or less,1.18%,1.60% or less,82.52%,95.00%,75.82%,95.00%,70.00%,95.00%,11.76%,26.90%,7.46%,15.63%,12.73%,26.83%,80.58%,95.00%,74.73%,95.00%,61.25%,95.00%,13.25%,19.91%,<5%,9.47%,<5%,5.85%,99.35%,100.00%,68.94%,85.34%,0.00%,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,30.90%,23.44%,34.41%,26.94%,25.35%,28.04%,21.58%,17.18%,12.82%,18.00%,6.84%,18.76%,76.92,81.00%,19.78%,12.17%,22.58%,34% or more,41.94%,58% or more,64.52%,76% or more
1926,Oregon Trail SD 46,594,75.42%,77.00% or more,16.33%,8.70% or less,1.18%,1.60% or less,82.98%,95.00%,93.18%,95.00%,73.58%,95.00%,30.30%,26.90%,15.00%,15.63%,12.12%,26.83%,82.98%,95.00%,93.18%,95.00%,67.92%,95.00%,30.30%,19.91%,12.50%,9.47%,<5%,5.85%,98.82%,100.00%,90.24%,85.34%,75.00%,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,25.73%,23.44%,38.07%,26.94%,42.20%,28.04%,21.16%,17.18%,21.15%,18.00%,11.81%,18.76%,79.41,81.00%,17.65%,12.17%,14.81%,34% or more,88.89%,58% or more,92.59%,76% or more
2060,Paisley SD 11,26,100.00%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2181,Parkrose SD 3,411,76.89%,77.00% or more,1.70%,8.70% or less,5.11%,1.60% or less,90.00%,95.00%,>95%,95.00%,15.38%,95.00%,12.50%,26.90%,5.41%,15.63%,*,26.83%,90.00%,95.00%,85.37%,95.00%,11.54%,95.00%,12.50%,19.91%,<5%,9.47%,*,5.85%,100.00%,100.00%,65.31%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,22.60%,23.44%,23.40%,26.94%,*,28.04%,7.63%,17.18%,12.67%,18.00%,*,18.76%,87.5,81.00%,12.50%,12.17%,10.00%,34% or more,50.00%,58% or more,60.00%,76% or more
2207,Pendleton SD 16,451,73.39%,77.00% or more,6.87%,8.70% or less,0.22%,1.60% or less,94.87%,95.00%,>95%,95.00%,77.78%,95.00%,6.25%,26.90%,6.25%,15.63%,<5%,26.83%,92.31%,95.00%,85.71%,95.00%,80.56%,95.00%,12.90%,19.91%,<5%,9.47%,<5%,5.85%,91.07%,100.00%,67.86%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,23.79%,23.44%,44.47%,26.94%,16.28%,28.04%,11.42%,17.18%,18.24%,18.00%,10.37%,18.76%,64.29,81.00%,28.57%,12.17%,9.52%,34% or more,76.19%,58% or more,85.71%,76% or more
2192,Perrydale SD 21,30,80.00%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
1900,Philomath SD 17J,190,74.21%,77.00% or more,3.68%,8.70% or less,0.00%,1.60% or less,85.71%,95.00%,85.00%,95.00%,53.85%,95.00%,9.09%,26.90%,18.75%,15.63%,*,26.83%,78.57%,95.00%,85.00%,95.00%,53.85%,95.00%,<5%,19.91%,12.50%,9.47%,*,5.85%,100.00%,100.00%,87.18%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,39.53%,23.44%,29.43%,26.94%,*,28.04%,39.25%,17.18%,23.14%,18.00%,*,18.76%,64.71,81.00%,5.88%,12.17%,30.00%,34% or more,70.00%,58% or more,70.00%,76% or more
2039,Phoenix-Talent SD 4,364,79.12%,77.00% or more,12.09%,8.70% or less,0.27%,1.60% or less,92.86%,95.00%,82.35%,95.00%,83.87%,95.00%,19.44%,26.90%,28.57%,15.63%,14.29%,26.83%,90.48%,95.00%,82.35%,95.00%,77.42%,95.00%,14.29%,19.91%,7.14%,9.47%,5.26%,5.85%,100.00%,100.00%,75.00%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,13.49%,23.44%,7.37%,26.94%,26.85%,28.04%,12.09%,17.18%,16.34%,18.00%,9.63%,18.76%,80,81.00%,6.67%,12.17%,50.00%,34% or more,75.00%,58% or more,87.50%,76% or more
2202,Pilot Rock SD 2,46,93.48%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2016,Pine Creek SD 5,*,*,77.00% or more,*,8.70% or less,*,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
1897,Pine Eagle SD 61,37,86.49%,77.00% or more,13.51%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,71.43%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2047,Pinehurst SD 94,*,*,77.00% or more,*,8.70% or less,*,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2081,Pleasant Hill SD 1,149,74.50%,77.00% or more,12.08%,8.70% or less,5.37%,1.60% or less,85.71%,95.00%,73.33%,95.00%,31.25%,95.00%,8.33%,26.90%,<5%,15.63%,*,26.83%,85.71%,95.00%,73.33%,95.00%,31.25%,95.00%,25.00%,19.91%,<5%,9.47%,*,5.85%,100.00%,100.00%,84.00%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,21.16%,23.44%,14.49%,26.94%,*,28.04%,17.86%,17.18%,<5%,18.00%,*,18.76%,>95,81.00%,<5%,12.17%,50.00%,34% or more,100.00%,58% or more,100.00%,76% or more
2062,Plush SD 18,*,*,77.00% or more,*,8.70% or less,*,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
1973,Port Orford-Langlois SD 2CJ,33,75.76%,77.00% or more,12.12%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2180,Portland SD 1J,7250,80.91%,77.00% or more,6.07%,8.70% or less,2.48%,1.60% or less,89.87%,95.00%,81.11%,95.00%,44.72%,95.00%,35.72%,26.90%,23.18%,15.63%,22.35%,26.83%,88.44%,95.00%,78.58%,95.00%,40.36%,95.00%,34.80%,19.91%,16.29%,9.47%,10.00%,5.85%,88.37%,100.00%,75.49%,85.34%,*,100.00%,45.45%,63.17%,39.29%,54.79%,55.00%,60.38%,34.78%,44.12%,37.50%,44.13%,50.00%,46.26%,22.38%,23.44%,31.12%,26.94%,27.78%,28.04%,19.25%,17.18%,23.90%,18.00%,17.54%,18.76%,82.27,81.00%,10.59%,12.17%,31.75%,34% or more,59.79%,58% or more,71.96%,76% or more
1967,Powers SD 31,19,84.21%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2009,Prairie City SD 4,146,89.04%,77.00% or more,1.37%,8.70% or less,0.00%,1.60% or less,78.57%,95.00%,69.23%,95.00%,72.00%,95.00%,20.00%,26.90%,11.11%,15.63%,27.78%,26.83%,78.57%,95.00%,65.38%,95.00%,72.00%,95.00%,10.00%,19.91%,11.76%,9.47%,11.11%,5.85%,79.31%,100.00%,77.27%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,18.10%,23.44%,29.10%,26.94%,26.46%,28.04%,31.94%,17.18%,14.56%,18.00%,15.44%,18.76%,>95,81.00%,<5%,12.17%,*,34% or more,*,58% or more,*,76% or more
2045,Prospect SD 59,32,87.50%,77.00% or more,12.50%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
1946,Rainier SD 13,156,51.92%,77.00% or more,23.72%,8.70% or less,0.00%,1.60% or less,90.00%,95.00%,82.35%,95.00%,*,95.00%,*,26.90%,9.09%,15.63%,*,26.83%,90.00%,95.00%,82.35%,95.00%,*,95.00%,*,19.91%,9.09%,9.47%,*,5.85%,100.00%,100.00%,75.00%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,27.58%,26.94%,*,28.04%,*,17.18%,<5%,18.00%,*,18.76%,77.78,81.00%,22.22%,12.17%,*,34% or more,*,58% or more,*,76% or more
1977,Redmond SD 2J,875,79.20%,77.00% or more,6.40%,8.70% or less,0.23%,1.60% or less,82.89%,95.00%,61.11%,95.00%,25.97%,95.00%,13.33%,26.90%,13.46%,15.63%,<5%,26.83%,85.53%,95.00%,62.22%,95.00%,19.48%,95.00%,12.90%,19.91%,<5%,9.47%,<5%,5.85%,99.21%,100.00%,79.63%,85.34%,42.86%,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,35.60%,23.44%,30.09%,26.94%,33.33%,28.04%,29.23%,17.18%,27.07%,18.00%,11.76%,18.76%,82.05,81.00%,15.38%,12.17%,9.38%,34% or more,56.25%,58% or more,59.38%,76% or more
2001,Reedsport SD 105,119,66.39%,77.00% or more,15.13%,8.70% or less,0.00%,1.60% or less,70.00%,95.00%,70.00%,95.00%,90.91%,95.00%,*,26.90%,*,15.63%,*,26.83%,80.00%,95.00%,50.00%,95.00%,90.91%,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,55.56,81.00%,44.44%,12.17%,*,34% or more,*,58% or more,*,76% or more
2182,Reynolds SD 7,1575,72.76%,77.00% or more,10.03%,8.70% or less,3.56%,1.60% or less,87.50%,95.00%,90.55%,95.00%,77.42%,95.00%,15.00%,26.90%,<5%,15.63%,19.30%,26.83%,87.50%,95.00%,90.55%,95.00%,65.59%,95.00%,10.83%,19.91%,<5%,9.47%,<5%,5.85%,98.15%,100.00%,90.48%,85.34%,61.54%,100.00%,7.69%,63.17%,23.81%,54.79%,20.00%,60.38%,7.69%,44.12%,14.29%,44.13%,6.67%,46.26%,7.35%,23.44%,17.15%,26.94%,17.24%,28.04%,<5%,17.18%,6.95%,18.00%,8.69%,18.76%,83.33,81.00%,<5%,12.17%,5.26%,34% or more,42.11%,58% or more,47.37%,76% or more
1999,Riddle SD 70,75,68.00%,77.00% or more,9.33%,8.70% or less,0.00%,1.60% or less,46.15%,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,46.15%,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,90.00%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2188,Riverdale SD 51J,57,100.00%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,92.86%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2044,Rogue River SD 35,156,87.18%,77.00% or more,7.05%,8.70% or less,0.64%,1.60% or less,*,95.00%,80.00%,95.00%,57.14%,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,80.00%,95.00%,64.29%,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,77.78%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,90,81.00%,<5%,12.17%,*,34% or more,*,58% or more,*,76% or more
2142,Salem-Keizer SD 24J,6627,74.47%,77.00% or more,12.03%,8.70% or less,0.50%,1.60% or less,>95%,95.00%,93.93%,95.00%,80.76%,95.00%,13.35%,26.90%,11.72%,15.63%,12.84%,26.83%,>95%,95.00%,92.37%,95.00%,78.52%,95.00%,10.86%,19.91%,6.16%,9.47%,<5%,5.85%,91.38%,100.00%,77.59%,85.34%,*,100.00%,40.35%,63.17%,40.43%,54.79%,30.77%,60.38%,21.05%,44.12%,36.96%,44.13%,26.92%,46.26%,17.01%,23.44%,21.59%,26.94%,23.25%,28.04%,14.03%,17.18%,13.25%,18.00%,9.02%,18.76%,60.85,81.00%,28.68%,12.17%,13.45%,34% or more,53.30%,58% or more,66.75%,76% or more
2104,Santiam Canyon SD 129J,502,85.46%,77.00% or more,10.96%,8.70% or less,0.00%,1.60% or less,53.57%,95.00%,51.92%,95.00%,34.12%,95.00%,33.33%,26.90%,19.23%,15.63%,37.93%,26.83%,53.57%,95.00%,50.00%,95.00%,32.94%,95.00%,33.33%,19.91%,<5%,9.47%,7.14%,5.85%,97.73%,100.00%,84.44%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,16.25%,23.44%,20.37%,26.94%,26.82%,28.04%,13.73%,17.18%,21.52%,18.00%,18.60%,18.76%,92.98,81.00%,<5%,12.17%,0.00%,34% or more,58.33%,58% or more,75.00%,76% or more
1944,Scappoose SD 1J,364,79.67%,77.00% or more,7.97%,8.70% or less,1.92%,1.60% or less,93.10%,95.00%,70.37%,95.00%,20.00%,95.00%,50.00%,26.90%,10.53%,15.63%,*,26.83%,93.10%,95.00%,70.37%,95.00%,28.00%,95.00%,30.77%,19.91%,5.26%,9.47%,*,5.85%,100.00%,100.00%,75.86%,85.34%,63.64%,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,<5%,23.44%,29.98%,26.94%,*,28.04%,7.29%,17.18%,18.01%,18.00%,*,18.76%,>95,81.00%,<5%,12.17%,*,34% or more,*,58% or more,*,76% or more
2103,Scio SD 95,250,90.80%,77.00% or more,7.60%,8.70% or less,0.00%,1.60% or less,85.71%,95.00%,79.31%,95.00%,76.47%,95.00%,35.29%,26.90%,21.74%,15.63%,15.38%,26.83%,85.71%,95.00%,79.31%,95.00%,73.53%,95.00%,23.53%,19.91%,13.04%,9.47%,16.00%,5.85%,96.00%,100.00%,88.46%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,10.95%,23.44%,33.10%,26.94%,33.46%,28.04%,18.41%,17.18%,20.29%,18.00%,6.83%,18.76%,84.62,81.00%,15.38%,12.17%,*,34% or more,*,58% or more,*,76% or more
1935,Seaside SD 10,200,81.50%,77.00% or more,12.50%,8.70% or less,0.00%,1.60% or less,>95%,95.00%,88.24%,95.00%,>95%,95.00%,21.05%,26.90%,20.00%,15.63%,17.65%,26.83%,>95%,95.00%,87.50%,95.00%,90.48%,95.00%,5.26%,19.91%,21.43%,9.47%,6.67%,5.85%,100.00%,100.00%,>95%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,20.62%,23.44%,30.40%,26.94%,20.89%,28.04%,25.83%,17.18%,<5%,18.00%,<5%,18.76%,66.67,81.00%,25.00%,12.17%,30.00%,34% or more,70.00%,58% or more,80.00%,76% or more
2257,Sheridan SD 48J,138,77.54%,77.00% or more,7.97%,8.70% or less,2.90%,1.60% or less,*,95.00%,>95%,95.00%,70.00%,95.00%,*,26.90%,<5%,15.63%,*,26.83%,*,95.00%,>95%,95.00%,70.00%,95.00%,*,19.91%,<5%,9.47%,*,5.85%,88.24%,100.00%,16.67%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,31.58%,26.94%,*,28.04%,*,17.18%,20.00%,18.00%,*,18.76%,63.64,81.00%,36.36%,12.17%,*,34% or more,*,58% or more,*,76% or more
